Gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Please,0.471757,0.816399,0.0,0.443697,0.737519,0.01793,0.436579,0.647364,0.024543,0.433646,0.58326,0.025334,0.426215,0.532865,0.02527,0.459552,0.611081,0.021133,0.439826,0.517796,0.011172,0.425231,0.453038,0.001212,0.416394,0.397591,-0.006946,0.464374,0.609853,0.002495,0.440109,0.501206,-0.006468,0.42678,0.427725,-0.015994,0.417822,0.36295,-0.024642,0.460271,0.613768,-0.01685,0.441859,0.506202,-0.023329,0.428415,0.434743,-0.030615,0.419063,0.376947,-0.038366,0.449622,0.619711,-0.035803,0.438794,0.542984,-0.043125,0.429798,0.490348,-0.049102,0.420656,0.444873,-0.055252
Please,0.471815,0.792464,0.0,0.446791,0.710318,0.024908,0.442929,0.622251,0.032924,0.440913,0.560201,0.033663,0.432674,0.509816,0.033289,0.462581,0.580149,0.026675,0.437366,0.48327,0.018404,0.420178,0.420498,0.010458,0.410992,0.3661,0.003909,0.466965,0.580644,0.004039,0.435974,0.469306,-0.003493,0.41961,0.396324,-0.012137,0.409996,0.333643,-0.020278,0.460841,0.58705,-0.018789,0.437498,0.475635,-0.023419,0.421271,0.402474,-0.030289,0.411272,0.344138,-0.038482,0.44735,0.596449,-0.040619,0.432973,0.51659,-0.046572,0.422138,0.463402,-0.05181,0.412123,0.417251,-0.057831
Please,0.485815,0.782201,0.0,0.481063,0.711222,0.026018,0.491385,0.641542,0.031807,0.504697,0.597067,0.030207,0.511138,0.558679,0.026837,0.478114,0.569489,0.023352,0.454827,0.47078,0.014168,0.43733,0.407259,0.005954,0.426506,0.35232,-0.000897,0.480148,0.568269,-0.00023,0.449013,0.454316,-0.008166,0.431297,0.380373,-0.016464,0.420366,0.316852,-0.02483,0.472961,0.574856,-0.023556,0.447702,0.459088,-0.028914,0.430973,0.385863,-0.036077,0.419418,0.327768,-0.044496,0.459909,0.584118,-0.045502,0.444022,0.500569,-0.053944,0.432539,0.445323,-0.060331,0.42108,0.398617,-0.066941
Please,0.486377,0.774676,-0.0,0.472308,0.697461,0.033617,0.471548,0.61915,0.044629,0.473492,0.56458,0.046851,0.468675,0.520451,0.046638,0.476423,0.558673,0.031723,0.450995,0.459854,0.026202,0.432307,0.396956,0.020386,0.420552,0.342207,0.014931,0.481282,0.557621,0.005516,0.448496,0.442728,0.000971,0.430007,0.369355,-0.005316,0.418093,0.306553,-0.012538,0.475361,0.565011,-0.020038,0.448881,0.448932,-0.022456,0.430814,0.375787,-0.028333,0.418562,0.318029,-0.03665,0.461252,0.575113,-0.043691,0.444443,0.491661,-0.050193,0.432321,0.435478,-0.056129,0.421088,0.387489,-0.06297
Please,0.488482,0.775456,-0.0,0.475203,0.700711,0.037747,0.475022,0.625858,0.049208,0.477403,0.572007,0.051237,0.477828,0.529936,0.050388,0.478985,0.562663,0.029681,0.450381,0.45688,0.022903,0.430799,0.390395,0.016376,0.418218,0.333458,0.010573,0.48285,0.561595,0.001338,0.446928,0.436633,-0.004552,0.427184,0.358555,-0.011113,0.415052,0.293261,-0.01854,0.476853,0.568363,-0.025675,0.448419,0.442462,-0.02826,0.429596,0.366596,-0.033731,0.417854,0.308345,-0.041844,0.463799,0.576392,-0.050369,0.448512,0.487903,-0.057292,0.436252,0.429361,-0.063348,0.42505,0.379946,-0.070218
Please,0.490163,0.766877,-0.0,0.467753,0.684277,0.043674,0.45724,0.597296,0.06048,0.450082,0.536686,0.066751,0.438956,0.491326,0.069891,0.473734,0.547333,0.038354,0.446463,0.442184,0.034086,0.427982,0.374646,0.029368,0.416581,0.316541,0.024221,0.479321,0.546115,0.007165,0.443748,0.42065,0.00233,0.424512,0.342812,-0.003624,0.412693,0.278247,-0.010865,0.472699,0.553167,-0.022726,0.446396,0.42518,-0.025237,0.427255,0.34714,-0.031594,0.415721,0.286023,-0.040654,0.455273,0.5619,-0.049748,0.439771,0.47062,-0.056615,0.428393,0.410195,-0.063756,0.418898,0.357827,-0.072041
Please,0.489499,0.762057,-0.0,0.460444,0.680897,0.045823,0.447052,0.591875,0.063811,0.43814,0.528235,0.071131,0.425561,0.481308,0.075098,0.469732,0.53739,0.038727,0.442092,0.43381,0.034508,0.424159,0.368197,0.029925,0.412683,0.310952,0.024248,0.477699,0.53754,0.00613,0.441838,0.413101,0.00054,0.423553,0.337116,-0.005649,0.411996,0.272473,-0.013569,0.472545,0.546904,-0.025155,0.446172,0.418253,-0.029588,0.42776,0.340673,-0.037149,0.41697,0.278672,-0.047475,0.455907,0.557018,-0.053235,0.439969,0.468096,-0.064272,0.427839,0.407248,-0.075236,0.418045,0.35337,-0.086513
Please,0.486963,0.751418,-0.0,0.449125,0.673928,0.036882,0.43358,0.580675,0.049554,0.426747,0.512394,0.052864,0.416193,0.460713,0.053036,0.468175,0.513831,0.031198,0.445245,0.412128,0.022622,0.429137,0.344608,0.012541,0.418558,0.285109,0.003096,0.478121,0.517737,0.001403,0.446096,0.393467,-0.005568,0.427756,0.315755,-0.014927,0.41599,0.248089,-0.025461,0.474158,0.529626,-0.027801,0.450256,0.403002,-0.033551,0.431863,0.324506,-0.042617,0.420312,0.260066,-0.054003,0.45858,0.542018,-0.054721,0.444923,0.455245,-0.065599,0.432346,0.395002,-0.075674,0.420962,0.339343,-0.086212
Please,0.484552,0.751364,-0.0,0.443987,0.658842,0.058508,0.425572,0.562093,0.080883,0.412553,0.497263,0.08966,0.400294,0.443209,0.094427,0.461069,0.510012,0.049775,0.437966,0.404728,0.045719,0.423704,0.335103,0.040557,0.414349,0.276822,0.034419,0.472116,0.514175,0.008487,0.439039,0.384005,0.001176,0.422729,0.302513,-0.007157,0.411708,0.234933,-0.01637,0.468514,0.525417,-0.031,0.443752,0.389863,-0.037505,0.427197,0.307816,-0.046021,0.416518,0.240431,-0.056753,0.452051,0.535673,-0.066146,0.43767,0.438138,-0.0797,0.426873,0.372239,-0.091962,0.417673,0.31411,-0.104098
Please,0.48236,0.760657,-0.0,0.436789,0.679577,0.05645,0.415875,0.585172,0.073852,0.403782,0.517578,0.077587,0.392199,0.460954,0.077156,0.434019,0.513487,0.038956,0.418702,0.404243,0.028511,0.410713,0.330774,0.01881,0.407438,0.270083,0.010091,0.445543,0.517363,-0.004003,0.419776,0.383364,-0.015462,0.409384,0.297799,-0.024798,0.404805,0.228191,-0.034418,0.450146,0.529481,-0.045108,0.429396,0.39136,-0.054701,0.417942,0.30858,-0.062892,0.412764,0.242343,-0.073042,0.450722,0.540954,-0.082098,0.436783,0.443027,-0.095655,0.426045,0.378508,-0.105452,0.418103,0.322255,-0.115589
Please,0.462995,0.767563,-0.0,0.432556,0.659883,0.083055,0.415973,0.562426,0.109103,0.405183,0.492864,0.116424,0.396642,0.431494,0.118005,0.428718,0.509277,0.051992,0.420836,0.398666,0.042402,0.414729,0.321953,0.034681,0.410957,0.260056,0.026737,0.435772,0.520442,-0.006767,0.419289,0.382483,-0.022583,0.411539,0.292783,-0.032046,0.406848,0.222947,-0.041463,0.437294,0.537146,-0.061418,0.42413,0.396621,-0.077196,0.417152,0.310932,-0.084785,0.414411,0.24225,-0.093376,0.434664,0.552661,-0.109273,0.424952,0.446648,-0.129226,0.420171,0.37695,-0.140863,0.418399,0.319195,-0.152014
Please,0.464364,0.769426,0.0,0.424847,0.665535,0.069046,0.408635,0.56514,0.088705,0.399942,0.49151,0.092267,0.392228,0.429878,0.090913,0.433887,0.511267,0.03987,0.42507,0.398664,0.027803,0.419039,0.323072,0.018357,0.414971,0.260936,0.009512,0.443836,0.522247,-0.011635,0.426962,0.381673,-0.029323,0.417542,0.291932,-0.040881,0.410983,0.221257,-0.051579,0.445925,0.53934,-0.059615,0.432577,0.395322,-0.0745,0.422831,0.309239,-0.081971,0.418538,0.241313,-0.090641,0.441747,0.554669,-0.102125,0.431679,0.447865,-0.120167,0.42457,0.378634,-0.131111,0.420583,0.320378,-0.14171
Please,0.478533,0.767563,-0.0,0.435516,0.668359,0.07896,0.416814,0.571719,0.104107,0.403181,0.503968,0.1114,0.391138,0.443605,0.112974,0.440097,0.507272,0.049849,0.42802,0.399303,0.041093,0.420056,0.32559,0.033358,0.414956,0.267021,0.02482,0.450906,0.51862,-0.006766,0.427051,0.38296,-0.021425,0.415752,0.297529,-0.031765,0.408437,0.229261,-0.042636,0.452463,0.535863,-0.059726,0.433379,0.395258,-0.07419,0.421538,0.312332,-0.083758,0.41498,0.24481,-0.095161,0.445853,0.552186,-0.10622,0.433926,0.451389,-0.127309,0.42435,0.385044,-0.141931,0.417952,0.328015,-0.155932
Please,0.472676,0.762795,0.0,0.419617,0.679642,0.047356,0.399646,0.583008,0.056336,0.388444,0.516737,0.053466,0.377657,0.460747,0.046874,0.43389,0.508912,0.019435,0.421463,0.398501,0.002762,0.415066,0.325481,-0.00949,0.411323,0.266596,-0.019188,0.447223,0.519049,-0.021336,0.424306,0.382279,-0.038363,0.413506,0.297633,-0.048448,0.406876,0.230274,-0.058186,0.450705,0.53614,-0.060342,0.430484,0.392623,-0.074465,0.418126,0.310911,-0.081606,0.411417,0.244601,-0.090462,0.447612,0.551092,-0.09569,0.435456,0.450756,-0.112517,0.425838,0.384498,-0.122619,0.418559,0.324881,-0.132481
Please,0.47873,0.777081,0.0,0.450373,0.679622,0.047221,0.438524,0.581487,0.060936,0.432892,0.515279,0.062642,0.425144,0.458625,0.0621,0.432001,0.538112,0.033429,0.426129,0.420822,0.021374,0.423397,0.342887,0.012458,0.423401,0.278925,0.005879,0.440231,0.543845,-0.003391,0.428431,0.404608,-0.016427,0.426114,0.315569,-0.02512,0.425859,0.241983,-0.032208,0.449679,0.552129,-0.0385,0.441091,0.407595,-0.04767,0.437757,0.3236,-0.051912,0.437027,0.256206,-0.056979,0.462016,0.557292,-0.070602,0.45226,0.452915,-0.079299,0.447149,0.385284,-0.083272,0.443646,0.327465,-0.087755
Please,0.505366,0.781029,-0.0,0.443173,0.682062,0.090414,0.425427,0.596287,0.128678,0.417617,0.535973,0.146432,0.41087,0.481473,0.159672,0.459183,0.520984,0.097872,0.448849,0.415694,0.107315,0.441801,0.344441,0.109531,0.438969,0.287372,0.107273,0.473863,0.525065,0.041413,0.450731,0.389399,0.041844,0.440779,0.30738,0.03808,0.435232,0.242734,0.032876,0.479508,0.536294,-0.012707,0.460028,0.395779,-0.018784,0.45053,0.31513,-0.023986,0.445893,0.250392,-0.030681,0.479103,0.544695,-0.060041,0.465554,0.439672,-0.073665,0.45702,0.374749,-0.082772,0.451589,0.317448,-0.091887
Please,0.496975,0.782823,0.0,0.436877,0.683447,0.061776,0.421271,0.588462,0.083285,0.414681,0.521921,0.089901,0.408975,0.466411,0.093282,0.465533,0.523053,0.059224,0.452395,0.411994,0.055973,0.44564,0.337513,0.050156,0.443058,0.277057,0.04458,0.480774,0.526967,0.016238,0.454418,0.391486,0.009556,0.442283,0.306745,0.002746,0.436438,0.240004,-0.003781,0.484305,0.539114,-0.025072,0.463677,0.397281,-0.030983,0.451478,0.314233,-0.034171,0.445814,0.247969,-0.039286,0.479088,0.550705,-0.062045,0.46375,0.444632,-0.068844,0.454732,0.379744,-0.071182,0.449097,0.322981,-0.075169
Please,0.507265,0.779877,-0.0,0.448737,0.688521,0.081371,0.430151,0.599025,0.114258,0.422241,0.53373,0.128797,0.415798,0.479377,0.138772,0.460823,0.524405,0.077232,0.446519,0.419662,0.078859,0.438684,0.347057,0.076305,0.435778,0.289736,0.071334,0.474665,0.529264,0.023826,0.448262,0.39272,0.01855,0.43839,0.307746,0.012589,0.433716,0.243128,0.005683,0.479131,0.540837,-0.027162,0.45721,0.40113,-0.03658,0.446824,0.319431,-0.042249,0.443782,0.254447,-0.049424,0.478723,0.551425,-0.071962,0.463012,0.449174,-0.087347,0.455658,0.384287,-0.096585,0.452909,0.326778,-0.105855
Please,0.505898,0.798928,-0.0,0.443987,0.705756,0.074084,0.421402,0.612214,0.10348,0.40997,0.544791,0.115649,0.399501,0.488028,0.123492,0.458916,0.536452,0.07106,0.445451,0.426553,0.072374,0.435767,0.352192,0.069857,0.429744,0.291198,0.06496,0.474152,0.542153,0.021015,0.447395,0.406757,0.015527,0.432347,0.320017,0.009051,0.423024,0.249877,0.001878,0.47934,0.555572,-0.026848,0.45994,0.413863,-0.035214,0.448025,0.329122,-0.040421,0.442103,0.259403,-0.047419,0.477399,0.568171,-0.069211,0.462878,0.464972,-0.083405,0.456148,0.398788,-0.091345,0.453319,0.339018,-0.099446
Please,0.512403,0.817693,0.0,0.453582,0.731917,0.049898,0.439198,0.641884,0.067926,0.434273,0.577656,0.072646,0.427346,0.521923,0.074876,0.473679,0.560952,0.05796,0.46229,0.452993,0.055466,0.453502,0.378239,0.04945,0.449104,0.315392,0.043527,0.488348,0.562022,0.020589,0.466271,0.431333,0.017175,0.452866,0.347845,0.011282,0.44578,0.2789,0.004639,0.490779,0.569951,-0.016577,0.473529,0.436369,-0.018898,0.460618,0.355975,-0.0212,0.454837,0.291515,-0.026778,0.482228,0.577147,-0.051287,0.467529,0.480486,-0.056055,0.459751,0.417514,-0.058023,0.455321,0.361412,-0.062024
Please,0.514022,0.824204,0.0,0.451771,0.747799,0.025551,0.439641,0.65145,0.035044,0.439356,0.582289,0.036274,0.437091,0.526971,0.036697,0.459146,0.595299,0.038919,0.450161,0.4919,0.029523,0.445146,0.41765,0.01848,0.445025,0.354134,0.010325,0.475121,0.59102,0.015277,0.458089,0.469264,0.005844,0.451335,0.38677,-0.004333,0.449267,0.315747,-0.012313,0.484562,0.593924,-0.009731,0.468633,0.469727,-0.018704,0.460251,0.390849,-0.024889,0.456677,0.32811,-0.030159,0.487363,0.598303,-0.034008,0.47377,0.506197,-0.041038,0.467841,0.444719,-0.044061,0.463583,0.391463,-0.047504
Please,0.515042,0.843943,0.0,0.441688,0.791559,0.055726,0.425325,0.709098,0.085532,0.420395,0.657951,0.101561,0.41627,0.607396,0.11591,0.441736,0.635539,0.094177,0.433383,0.542852,0.107251,0.429428,0.476481,0.10922,0.431369,0.41959,0.10898,0.460488,0.624769,0.060712,0.443847,0.514226,0.073178,0.434321,0.44021,0.071697,0.432071,0.378939,0.067938,0.472465,0.620509,0.026169,0.455976,0.505815,0.034319,0.444566,0.431511,0.032086,0.440972,0.372502,0.027265,0.475115,0.616117,-0.005815,0.455924,0.524217,-0.003145,0.447409,0.465027,-0.003756,0.443185,0.414807,-0.006831
Please,0.512784,0.863774,0.0,0.441692,0.802675,0.037636,0.429599,0.713446,0.055629,0.430388,0.657382,0.063253,0.431864,0.604873,0.06985,0.446361,0.643618,0.062238,0.442448,0.543608,0.063222,0.441068,0.472404,0.058821,0.4452,0.412253,0.05536,0.464279,0.635003,0.035341,0.451394,0.518531,0.035987,0.44517,0.441012,0.030841,0.44464,0.376577,0.026376,0.477609,0.632967,0.00723,0.465146,0.511882,0.006856,0.457743,0.434803,0.004151,0.45591,0.373876,0.001106,0.4842,0.632676,-0.019516,0.469526,0.534933,-0.019855,0.463413,0.473353,-0.018932,0.459681,0.422075,-0.019641
Please,0.51268,0.869492,0.0,0.448591,0.794634,0.055079,0.441668,0.703148,0.08162,0.441192,0.64182,0.095421,0.43697,0.586985,0.107608,0.47209,0.638613,0.076873,0.460218,0.538025,0.084793,0.453192,0.468627,0.085372,0.452416,0.410433,0.084223,0.487897,0.634354,0.043104,0.46407,0.515954,0.050172,0.451892,0.439221,0.04878,0.447718,0.375215,0.045017,0.490788,0.63749,0.009418,0.470762,0.514448,0.014822,0.457839,0.438164,0.013805,0.4533,0.377523,0.008867,0.481259,0.63899,-0.021249,0.465567,0.545478,-0.020741,0.458567,0.484698,-0.022095,0.455029,0.433553,-0.026164
Please,0.513762,0.830906,0.0,0.464788,0.754213,0.040417,0.456618,0.671054,0.058473,0.455599,0.614473,0.066287,0.451782,0.564305,0.072538,0.482331,0.610811,0.055478,0.469136,0.516143,0.05525,0.459484,0.448563,0.050882,0.454104,0.390294,0.046238,0.493773,0.607896,0.026871,0.471809,0.494158,0.02605,0.458142,0.419285,0.020943,0.449422,0.354195,0.014996,0.492831,0.611268,-0.00219,0.474986,0.493386,-0.003801,0.460215,0.419181,-0.008265,0.450722,0.358865,-0.014449,0.48057,0.61357,-0.029226,0.468664,0.525376,-0.035037,0.461178,0.466772,-0.040052,0.45467,0.416005,-0.045774
Please,0.523109,0.761216,-0.0,0.494801,0.683327,0.05285,0.481077,0.605749,0.077128,0.471558,0.552862,0.089224,0.461184,0.510341,0.09865,0.496341,0.555228,0.062002,0.471517,0.460661,0.066056,0.458313,0.399532,0.065487,0.452973,0.346722,0.063274,0.50395,0.553106,0.030058,0.469379,0.440671,0.033986,0.45374,0.371625,0.031465,0.446384,0.314184,0.026334,0.500126,0.557755,-0.000989,0.474242,0.440904,0.003719,0.458519,0.370847,3.2e-05,0.451487,0.314835,-0.00755,0.486163,0.562689,-0.028745,0.470456,0.477662,-0.030187,0.462224,0.421758,-0.03538,0.456465,0.373426,-0.042556
Please,0.522677,0.763585,-0.0,0.498807,0.689157,0.055536,0.489841,0.611392,0.080808,0.483667,0.560015,0.093841,0.474477,0.516936,0.103741,0.500257,0.549632,0.060168,0.476959,0.453042,0.06457,0.461506,0.390803,0.064164,0.453501,0.336493,0.061552,0.507698,0.546955,0.02691,0.474927,0.43367,0.03094,0.458555,0.362561,0.027409,0.449377,0.301762,0.020902,0.503909,0.55187,-0.004674,0.481332,0.433544,-0.000566,0.466065,0.361257,-0.006425,0.457817,0.302656,-0.016206,0.489835,0.557788,-0.032383,0.476443,0.472318,-0.035984,0.468492,0.415738,-0.043169,0.46241,0.36644,-0.052016
Please,0.523151,0.778141,0.0,0.500306,0.701909,0.04776,0.494338,0.626837,0.066758,0.49212,0.579782,0.074247,0.486155,0.539953,0.078636,0.502228,0.56002,0.05245,0.477887,0.459877,0.052786,0.464005,0.39558,0.049365,0.457168,0.339608,0.045341,0.508722,0.560135,0.020976,0.475593,0.443032,0.022656,0.458596,0.369217,0.017555,0.449665,0.306739,0.010217,0.503141,0.567302,-0.009412,0.478957,0.444998,-0.006231,0.461996,0.370463,-0.011019,0.453557,0.310718,-0.019406,0.485941,0.575512,-0.036846,0.470542,0.485663,-0.038406,0.462805,0.427378,-0.042189,0.457345,0.37697,-0.048276
Please,0.521768,0.782064,-0.0,0.504319,0.708399,0.050104,0.502814,0.636196,0.070638,0.503946,0.590433,0.07992,0.501268,0.552899,0.086337,0.498992,0.566493,0.051239,0.476119,0.464079,0.051569,0.463439,0.400578,0.049515,0.458746,0.34633,0.046434,0.504403,0.565347,0.019804,0.471816,0.444259,0.020246,0.457531,0.370897,0.016174,0.451193,0.309371,0.009747,0.499518,0.571005,-0.010182,0.475876,0.444354,-0.008325,0.461411,0.370807,-0.013412,0.454746,0.313323,-0.021894,0.486165,0.577019,-0.036794,0.472176,0.488454,-0.041033,0.464875,0.429928,-0.047725,0.458818,0.380422,-0.05583
Please,0.520422,0.781817,-0.0,0.49041,0.707271,0.062767,0.481565,0.629392,0.091038,0.476861,0.577098,0.104836,0.469531,0.532839,0.115476,0.494555,0.562818,0.073343,0.470224,0.463253,0.080727,0.455984,0.399122,0.082188,0.450731,0.345376,0.080546,0.503289,0.559009,0.035342,0.467194,0.438891,0.040366,0.451459,0.36359,0.0368,0.44418,0.303581,0.030442,0.500727,0.563127,-0.001206,0.474072,0.438579,0.003003,0.4582,0.362854,-0.00308,0.450639,0.303005,-0.01299,0.488056,0.567926,-0.033477,0.472867,0.479008,-0.036962,0.464958,0.420323,-0.044334,0.459583,0.369961,-0.053514
Please,0.518616,0.78721,0.0,0.472991,0.717185,0.030842,0.462003,0.632145,0.045791,0.459901,0.56873,0.052259,0.453404,0.51786,0.057241,0.491984,0.566399,0.046013,0.471098,0.466932,0.044313,0.457031,0.399405,0.038353,0.450862,0.341303,0.032306,0.502975,0.561837,0.022704,0.473285,0.443503,0.020925,0.457953,0.368015,0.013331,0.450065,0.304063,0.00539,0.501701,0.564419,-0.001437,0.477981,0.444712,-0.003174,0.461269,0.368,-0.011477,0.452473,0.306597,-0.020936,0.489876,0.568907,-0.024167,0.476003,0.482366,-0.029136,0.467217,0.425372,-0.035709,0.460287,0.375656,-0.04302
